mode,th_low,th_high,n,acc,prec,rec,f1,tp,fp,fn,tn,n_uncertain
"1D_MAX(extract,rag)",5.0,7.5,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.0,7.75,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.0,8.0,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.0,8.25,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.0,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.0,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.0,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.0,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.0,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.0,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.0,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.25,5.25,25,0.88,0.875,0.933,0.903,14,2,1,8,0
"1D_MAX(extract,rag)",5.25,5.5,25,0.88,0.875,0.933,0.903,14,2,1,8,0
"1D_MAX(extract,rag)",5.25,5.75,25,0.88,0.875,0.933,0.903,14,2,1,8,0
"1D_MAX(extract,rag)",5.25,6.0,25,0.88,0.875,0.933,0.903,14,2,1,8,0
"1D_MAX(extract,rag)",5.25,6.25,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",5.25,6.5,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",5.25,6.75,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",5.25,7.0,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",5.25,7.25,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.25,7.5,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.25,7.75,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.25,8.0,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.25,8.25,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.25,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.25,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.25,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.25,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.25,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.25,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.25,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.5,5.5,25,0.88,0.875,0.933,0.903,14,2,1,8,0
"1D_MAX(extract,rag)",5.5,5.75,25,0.88,0.875,0.933,0.903,14,2,1,8,0
"1D_MAX(extract,rag)",5.5,6.0,25,0.88,0.875,0.933,0.903,14,2,1,8,0
"1D_MAX(extract,rag)",5.5,6.25,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",5.5,6.5,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",5.5,6.75,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",5.5,7.0,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",5.5,7.25,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.5,7.5,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.5,7.75,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.5,8.0,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.5,8.25,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.5,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.5,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.5,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.5,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.5,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.5,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.5,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.75,5.75,25,0.88,0.875,0.933,0.903,14,2,1,8,0
"1D_MAX(extract,rag)",5.75,6.0,25,0.88,0.875,0.933,0.903,14,2,1,8,0
"1D_MAX(extract,rag)",5.75,6.25,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",5.75,6.5,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",5.75,6.75,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",5.75,7.0,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",5.75,7.25,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.75,7.5,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.75,7.75,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.75,8.0,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",5.75,8.25,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.75,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.75,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.75,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.75,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.75,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.75,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",5.75,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",6.0,6.0,25,0.88,0.875,0.933,0.903,14,2,1,8,0
"1D_MAX(extract,rag)",6.0,6.25,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",6.0,6.5,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",6.0,6.75,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",6.0,7.0,25,0.84,0.867,0.867,0.867,13,2,2,8,1
"1D_MAX(extract,rag)",6.0,7.25,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",6.0,7.5,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",6.0,7.75,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",6.0,8.0,25,0.36,0.333,0.067,0.111,1,2,14,8,13
"1D_MAX(extract,rag)",6.0,8.25,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",6.0,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",6.0,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",6.0,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",6.0,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",6.0,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",6.0,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",6.0,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,16
"1D_MAX(extract,rag)",6.25,6.25,25,0.84,0.867,0.867,0.867,13,2,2,8,0
"1D_MAX(extract,rag)",6.25,6.5,25,0.84,0.867,0.867,0.867,13,2,2,8,0
"1D_MAX(extract,rag)",6.25,6.75,25,0.84,0.867,0.867,0.867,13,2,2,8,0
"1D_MAX(extract,rag)",6.25,7.0,25,0.84,0.867,0.867,0.867,13,2,2,8,0
"1D_MAX(extract,rag)",6.25,7.25,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",6.25,7.5,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",6.25,7.75,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",6.25,8.0,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",6.25,8.25,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.25,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.25,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.25,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.25,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.25,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.25,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.25,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.5,6.5,25,0.84,0.867,0.867,0.867,13,2,2,8,0
"1D_MAX(extract,rag)",6.5,6.75,25,0.84,0.867,0.867,0.867,13,2,2,8,0
"1D_MAX(extract,rag)",6.5,7.0,25,0.84,0.867,0.867,0.867,13,2,2,8,0
"1D_MAX(extract,rag)",6.5,7.25,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",6.5,7.5,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",6.5,7.75,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",6.5,8.0,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",6.5,8.25,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.5,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.5,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.5,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.5,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.5,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.5,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.5,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.75,6.75,25,0.84,0.867,0.867,0.867,13,2,2,8,0
"1D_MAX(extract,rag)",6.75,7.0,25,0.84,0.867,0.867,0.867,13,2,2,8,0
"1D_MAX(extract,rag)",6.75,7.25,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",6.75,7.5,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",6.75,7.75,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",6.75,8.0,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",6.75,8.25,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.75,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.75,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.75,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.75,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.75,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.75,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",6.75,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",7.0,7.0,25,0.84,0.867,0.867,0.867,13,2,2,8,0
"1D_MAX(extract,rag)",7.0,7.25,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",7.0,7.5,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",7.0,7.75,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",7.0,8.0,25,0.36,0.333,0.067,0.111,1,2,14,8,12
"1D_MAX(extract,rag)",7.0,8.25,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",7.0,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",7.0,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",7.0,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",7.0,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",7.0,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",7.0,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",7.0,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,15
"1D_MAX(extract,rag)",7.25,7.25,25,0.36,0.333,0.067,0.111,1,2,14,8,0
"1D_MAX(extract,rag)",7.25,7.5,25,0.36,0.333,0.067,0.111,1,2,14,8,0
"1D_MAX(extract,rag)",7.25,7.75,25,0.36,0.333,0.067,0.111,1,2,14,8,0
"1D_MAX(extract,rag)",7.25,8.0,25,0.36,0.333,0.067,0.111,1,2,14,8,0
"1D_MAX(extract,rag)",7.25,8.25,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.25,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.25,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.25,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.25,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.25,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.25,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.25,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.5,7.5,25,0.36,0.333,0.067,0.111,1,2,14,8,0
"1D_MAX(extract,rag)",7.5,7.75,25,0.36,0.333,0.067,0.111,1,2,14,8,0
"1D_MAX(extract,rag)",7.5,8.0,25,0.36,0.333,0.067,0.111,1,2,14,8,0
"1D_MAX(extract,rag)",7.5,8.25,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.5,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.5,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.5,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.5,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.5,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.5,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.5,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.75,7.75,25,0.36,0.333,0.067,0.111,1,2,14,8,0
"1D_MAX(extract,rag)",7.75,8.0,25,0.36,0.333,0.067,0.111,1,2,14,8,0
"1D_MAX(extract,rag)",7.75,8.25,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.75,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.75,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.75,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.75,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.75,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.75,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",7.75,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",8.0,8.0,25,0.36,0.333,0.067,0.111,1,2,14,8,0
"1D_MAX(extract,rag)",8.0,8.25,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",8.0,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",8.0,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",8.0,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",8.0,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",8.0,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",8.0,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",8.0,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,3
"1D_MAX(extract,rag)",8.25,8.25,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.25,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.25,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.25,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.25,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.25,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.25,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.25,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.5,8.5,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.5,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.5,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.5,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.5,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.5,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.5,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.75,8.75,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.75,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.75,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.75,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.75,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",8.75,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",9.0,9.0,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",9.0,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",9.0,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",9.0,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",9.0,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",9.25,9.25,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",9.25,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",9.25,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",9.25,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",9.5,9.5,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",9.5,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",9.5,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",9.75,9.75,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",9.75,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,0
"1D_MAX(extract,rag)",10.0,10.0,25,0.4,0.0,0.0,0.0,0,0,15,10,0
